State,Area Name,"Percent of adults with less than a high school diploma, 2000","Percent of adults with a high school diploma only, 2000","Percent of adults completing some college or associate's degree, 2000","Percent of adults with a bachelor's degree or higher, 2000","Less than a high school diploma, 2012-2016","High school diploma only, 2012-2016","Some college or associate's degree, 2012-2016","Bachelor's degree or higher, 2012-2016","Percent of adults with less than a high school diploma, 2012-2016","Percent of adults with a high school diploma only, 2012-2016","Percent of adults completing some college or associate's degree, 2012-2016","Percent of adults with a bachelor's degree or higher, 2012-2016"
NE,Valley County,"15.3","38.1","30.2","16.4","222","1,246","933","624","7.3","41.2","30.8","20.6"
NE,Washington County,"10.3","35.7","31.4","22.7","586","4,148","4,754","4,180","4.3","30.3","34.8","30.6"
NE,Wayne County,"13.0","31.2","27.8","28.0","266","1,177","1,902","1,909","5.1","22.4","36.2","36.3"
NE,Webster County,"16.4","39.5","30.3","13.7","210","939","900","537","8.1","36.3","34.8","20.8"
NE,Wheeler County,"9.2","37.3","38.6","14.9","31","251","232","102","5.0","40.7","37.7","16.6"
NE,York County,"12.8","37.6","32.7","17.0","539","2,806","3,378","2,660","5.7","29.9","36.0","28.3"
NV,Nevada,"19.3","29.3","33.2","18.2","280,240","544,288","652,036","445,561","14.6","28.3","33.9","23.2"
NV,Churchill County,"14.9","30.5","37.9","16.7","1,734","5,442","6,459","2,711","10.6","33.3","39.5","16.6"
NV,Clark County,"20.5","29.9","32.3","17.3","210,261","401,877","461,907","317,635","15.1","28.9","33.2","22.8"
NV,Douglas County,"8.4","26.6","41.8","23.2","2,499","8,512","15,323","9,408","7.0","23.8","42.9","26.3"
NV,Elko County,"20.9","30.5","33.9","14.8","5,419","9,016","12,259","5,907","16.6","27.7","37.6","18.1"
NV,Esmeralda County,"21.1","44.3","25.0","9.6","85","334","234","132","10.8","42.5","29.8","16.8"
NV,Eureka County,"23.3","31.7","31.4","13.6","111","548","441","219","8.4","41.5","33.4","16.6"
NV,Humboldt County,"21.7","31.3","32.8","14.2","1,903","3,703","3,681","1,506","17.6","34.3","34.1","14.0"
NV,Lander County,"20.8","36.8","31.6","10.8","641","1,360","1,221","529","17.1","36.3","32.6","14.1"
NV,Lincoln County,"17.0","37.8","30.2","15.1","402","1,169","1,160","804","11.4","33.1","32.8","22.7"
NV,Lyon County,"18.5","32.9","37.3","11.3","5,502","11,783","14,012","5,303","15.0","32.2","38.3","14.5"
NV,Mineral County,"22.9","36.2","30.8","10.1","453","1,122","1,396","397","13.5","33.3","41.4","11.8"
NV,Nye County,"20.8","41.2","28.0","10.1","5,010","11,979","11,838","3,977","15.3","36.5","36.1","12.1"
NV,Pershing County,"24.1","36.6","30.6","8.7","1,091","1,758","1,612","552","21.8","35.1","32.2","11.0"
NV,Storey County,"13.3","29.7","39.1","18.0","194","912","1,367","744","6.0","28.3","42.5","23.1"
NV,Washoe County,"16.1","25.2","35.0","23.7","38,898","71,267","102,225","86,675","13.0","23.8","34.2","29.0"
NV,White Pine County,"18.0","34.8","35.4","11.8","1,127","2,530","2,331","978","16.2","36.3","33.5","14.0"
NV,Carson City,"17.5","27.9","36.1","18.5","4,910","10,976","14,570","8,084","12.7","28.5","37.8","21.0"
NH,New Hampshire,"12.6","30.1","28.7","28.7","69,274","264,372","268,022","330,676","7.4","28.4","28.7","35.5"
NH,Belknap County,"14.3","32.6","29.8","23.3","3,696","13,318","13,776","13,490","8.3","30.1","31.1","30.5"
NH,Carroll County,"11.8","32.2","29.5","26.5","2,432","10,992","10,749","12,212","6.7","30.2","29.5","33.6"
NH,Cheshire County,"13.8","34.4","25.2","26.6","3,846","17,485","14,673","16,510","7.3","33.3","27.9","31.4"
NH,Coos County,"23.1","41.6","23.4","11.9","2,996","9,676","7,638","4,385","12.1","39.2","30.9","17.8"
NH,Grafton County,"12.3","31.0","24.0","32.7","4,849","17,486","15,496","24,045","7.8","28.3","25.0","38.9"
NH,Hillsborough County,"13.0","27.5","29.4","30.1","23,740","76,261","79,207","101,904","8.4","27.1","28.2","36.3"
NH,Merrimack County,"11.8","29.6","29.4","29.1","7,200","28,983","31,338","36,270","6.9","27.9","30.2","34.9"
NH,Rockingham County,"9.5","28.6","30.2","31.7","11,221","56,361","62,317","85,177","5.2","26.2","29.0","39.6"
NH,Strafford County,"13.6","30.4","29.5","26.4","6,288","22,522","24,105","28,260","7.7","27.7","29.7","34.8"
NH,Sullivan County,"17.0","38.5","24.8","19.7","3,006","11,288","8,723","8,423","9.6","35.9","27.7","26.8"
NJ,New Jersey,"17.9","29.4","22.9","29.8","678,613","1,726,006","1,417,887","2,290,041","11.1","28.2","23.2","37.5"
NJ,Atlantic County,"21.8","34.6","24.8","18.7","26,797","62,075","49,932","48,486","14.3","33.1","26.7","25.9"
NJ,Bergen County,"13.4","26.2","22.1","38.2","52,189","156,597","133,706","310,715","8.0","24.0","20.5","47.6"
NJ,Burlington County,"12.8","31.1","27.6","28.4","22,247","91,180","85,665","113,766","7.1","29.1","27.4","36.4"
NJ,Camden County,"19.7","32.1","24.1","24.0","40,771","108,016","91,950","106,367","11.7","31.1","26.5","30.6"
NJ,Cape May County,"18.1","36.3","23.5","22.0","6,976","23,780","18,077","21,433","9.9","33.8","25.7","30.5"
NJ,Cumberland County,"31.5","36.3","20.4","11.7","23,764","41,258","24,864","14,963","22.7","39.4","23.7","14.3"
NJ,Essex County,"24.4","27.2","20.9","27.5","80,669","150,208","120,445","175,623","15.3","28.5","22.9","33.3"
NJ,Gloucester County,"15.7","36.9","25.5","22.0","15,827","67,858","54,740","59,149","8.0","34.3","27.7","29.9"
NJ,Hudson County,"29.5","26.8","18.4","25.3","78,197","123,253","87,935","181,560","16.6","26.2","18.7","38.6"
NJ,Hunterdon County,"8.5","25.5","24.2","41.8","4,695","19,811","20,003","43,826","5.3","22.4","22.6","49.6"
NJ,Mercer County,"18.2","25.6","22.3","34.0","30,548","62,510","54,584","100,237","12.3","25.2","22.0","40.4"
NJ,Middlesex County,"15.6","29.0","22.3","33.0","62,513","147,820","121,283","234,943","11.0","26.1","21.4","41.5"
NJ,Monmouth County,"12.1","27.4","25.9","34.6","31,831","109,162","105,706","188,285","7.3","25.1","24.3","43.3"
NJ,Morris County,"9.4","24.0","22.5","44.1","20,900","75,112","70,641","179,661","6.0","21.7","20.4","51.9"
NJ,Ocean County,"17.0","37.7","25.8","19.5","36,753","142,483","113,888","111,084","9.1","35.3","28.2","27.5"
NJ,Passaic County,"26.7","31.2","20.9","21.2","58,216","113,611","71,777","88,782","17.5","34.2","21.6","26.7"
NJ,Salem County,"20.6","39.2","25.0","15.2","6,013","17,215","12,437","9,066","13.4","38.5","27.8","20.3"
NJ,Somerset County,"10.4","21.5","21.5","46.5","13,572","48,389","45,639","121,168","5.9","21.2","20.0","53.0"
NJ,Sussex County,"10.2","33.4","29.2","27.2","6,168","31,665","29,384","34,239","6.1","31.2","29.0","33.7"
NJ,Union County,"20.7","29.7","21.1","28.5","52,756","109,393","84,964","123,894","14.2","29.5","22.9","33.4"
NJ,Warren County,"15.1","35.4","25.1","24.4","7,211","24,610","20,267","22,794","9.6","32.9","27.1","30.4"
NM,New Mexico,"21.1","26.6","28.8","23.5","211,201","362,627","433,854","366,238","15.4","26.4","31.6","26.7"
NM,Bernalillo County,"15.6","24.8","29.1","30.5","54,396","107,248","144,417","149,275","11.9","23.6","31.7","32.8"
NM,Catron County,"21.6","29.0","31.0","18.4","226","1,095","876","723","7.7","37.5","30.0","24.8"
NM,Chaves County,"27.4","26.4","29.9","16.2","8,993","10,986","13,204","7,930","21.9","26.7","32.1","19.3"
NM,Cibola County,"25.0","36.6","26.5","12.0","3,596","6,072","6,174","2,252","19.9","33.6","34.1","12.4"
NM,Colfax County,"19.2","34.2","28.0","18.5","1,058","3,197","3,035","2,072","11.3","34.1","32.4","22.1"
NM,Curry County,"21.6","27.9","35.2","15.3","5,172","8,153","11,334","6,062","16.8","26.5","36.9","19.7"
NM,De Baca County,"27.7","30.0","26.1","16.2","210","574","562","142","14.1","38.6","37.8","9.5"
NM,Dona Ana County,"30.0","22.4","25.3","22.3","26,862","28,438","37,195","35,137","21.0","22.3","29.1","27.5"
NM,Eddy County,"25.0","34.3","27.1","13.5","5,662","13,087","11,551","6,193","15.5","35.9","31.7","17.0"
NM,Grant County,"20.6","29.1","29.8","20.5","2,876","5,378","6,638","5,619","14.0","26.2","32.4","27.4"
NM,Guadalupe County,"31.7","37.5","20.5","10.3","791","1,303","735","455","24.1","39.7","22.4","13.9"
NM,Harding County,"27.8","31.9","22.3","18.1","50","176","111","117","11.0","38.8","24.4","25.8"
NM,Hidalgo County,"31.2","36.9","22.0","9.9","708","912","975","474","23.1","29.7","31.8","15.4"
NM,Lea County,"32.9","27.9","27.5","11.6","11,626","12,491","11,722","5,389","28.2","30.3","28.4","13.1"
NM,Lincoln County,"15.5","28.2","33.6","22.8","1,566","4,016","5,113","4,279","10.5","26.8","34.1","28.6"
NM,Los Alamos County,"3.7","12.1","23.8","60.5","358","1,428","2,718","8,216","2.8","11.2","21.4","64.6"
NM,Luna County,"40.2","29.9","19.5","10.4","4,828","5,161","3,781","1,973","30.7","32.8","24.0","12.5"
NM,McKinley County,"34.8","27.8","25.4","12.0","11,391","14,565","12,750","4,784","26.2","33.5","29.3","11.0"
NM,Mora County,"30.2","31.7","22.6","15.5","370","1,204","1,041","397","12.3","40.0","34.6","13.2"
NM,Otero County,"19.0","29.2","36.4","15.4","6,911","12,103","15,900","7,471","16.3","28.6","37.5","17.6"
NM,Quay County,"26.2","36.8","23.4","13.7","983","2,246","1,812","902","16.5","37.8","30.5","15.2"
NM,Rio Arriba County,"27.0","31.3","26.3","15.4","4,234","8,860","8,882","4,860","15.8","33.0","33.1","18.1"
NM,Roosevelt County,"24.8","23.7","28.9","22.6","2,243","2,953","3,402","2,520","20.2","26.6","30.6","22.7"
NM,Sandoval County,"14.0","28.6","32.6","24.8","8,568","23,352","33,287","27,614","9.2","25.2","35.9","29.8"
NM,San Juan County,"23.2","30.5","32.8","13.5","12,890","24,506","28,640","12,085","16.5","31.4","36.7","15.5"
NM,San Miguel County,"25.5","25.6","27.7","21.2","3,523","5,669","6,389","3,730","18.2","29.4","33.1","19.3"
NM,Santa Fe County,"15.5","19.7","27.9","36.9","12,625","23,656","27,249","44,071","11.7","22.0","25.3","41.0"
NM,Sierra County,"23.9","31.4","31.6","13.1","1,537","2,879","2,951","1,581","17.2","32.2","33.0","17.7"
NM,Socorro County,"27.9","29.1","23.7","19.4","2,170","3,521","2,912","2,094","20.3","32.9","27.2","19.6"
NM,Taos County,"20.9","26.6","26.6","25.9","2,970","6,321","8,117","6,785","12.3","26.1","33.6","28.0"
NM,Torrance County,"22.9","33.0","29.6","14.4","1,930","3,479","3,554","1,927","17.7","31.9","32.6","17.7"
NM,Union County,"20.1","43.9","23.0","13.0","662","1,120","795","488","21.6","36.5","25.9","15.9"
NM,Valencia County,"23.9","32.3","29.1","14.8","9,216","16,478","16,032","8,621","18.3","32.7","31.8","17.1"
NY,New York,"20.9","27.8","23.9","27.4","1,900,892","3,569,454","3,342,291","4,691,446","14.1","26.4","24.8","34.7"
NY,Albany County,"13.7","27.0","26.0","33.3","14,881","52,410","55,665","81,047","7.3","25.7","27.3","39.7"
NY,Allegany County,"16.8","39.6","26.4","17.2","3,335","11,508","9,370","6,236","11.0","37.8","30.8","20.5"
NY,Bronx County,"37.7","25.8","21.8","14.6","261,022","248,174","222,786","173,169","28.8","27.4","24.6","19.1"
NY,Broome County,"16.2","32.7","28.4","22.7","12,788","41,580","39,935","36,234","9.8","31.9","30.6","27.8"
NY,Cattaraugus County,"18.8","41.2","25.1","14.9","6,298","21,434","15,851","9,650","11.8","40.3","29.8","18.1"
NY,Cayuga County,"20.9","35.9","27.6","15.5","6,856","18,382","18,180","11,978","12.4","33.2","32.8","21.6"
NY,Chautauqua County,"18.8","36.5","27.8","16.9","10,646","32,310","28,473","18,806","11.8","35.8","31.6","20.8"
NY,Chemung County,"17.9","36.1","27.4","18.6","5,909","21,063","18,648","14,759","9.8","34.9","30.9","24.4"
NY,Chenango County,"19.4","39.9","26.2","14.4","4,545","13,440","10,688","6,055","13.1","38.7","30.8","17.4"
NY,Clinton County,"23.6","33.5","25.1","17.8","7,522","19,622","15,792","12,281","13.6","35.5","28.6","22.2"
NY,Columbia County,"19.0","32.7","25.7","22.6","5,070","14,220","12,941","13,500","11.1","31.1","28.3","29.5"
NY,Cortland County,"17.2","35.8","28.2","18.8","2,925","10,307","9,759","7,575","9.6","33.7","31.9","24.8"
NY,Delaware County,"20.1","37.4","25.9","16.6","4,024","12,580","9,347","7,025","12.2","38.1","28.3","21.3"
NY,Dutchess County,"16.0","28.0","28.3","27.6","19,997","53,890","59,946","68,854","9.9","26.6","29.6","34.0"
NY,Erie County,"17.1","29.9","28.5","24.5","58,410","180,119","193,904","205,367","9.2","28.2","30.4","32.2"
NY,Essex County,"19.6","38.1","24.0","18.3","3,031","10,104","8,743","7,138","10.4","34.8","30.1","24.6"
NY,Franklin County,"30.3","33.8","22.9","13.0","5,241","12,920","11,048","6,587","14.6","36.1","30.9","18.4"
NY,Fulton County,"22.2","38.5","25.8","13.5","5,147","14,182","12,790","6,580","13.3","36.6","33.1","17.0"
NY,Genesee County,"15.6","38.1","30.0","16.3","3,759","14,872","14,018","8,800","9.1","35.9","33.8","21.2"
NY,Greene County,"21.4","36.5","25.7","16.4","4,954","12,816","10,145","7,099","14.1","36.6","29.0","20.3"
NY,Hamilton County,"16.6","37.3","27.8","18.4","491","1,098","1,213","773","13.7","30.7","33.9","21.6"
NY,Herkimer County,"20.6","35.4","28.3","15.7","4,354","15,679","14,681","9,524","9.8","35.4","33.2","21.5"
NY,Jefferson County,"17.1","36.3","30.6","16.0","7,231","25,083","26,084","15,294","9.8","34.0","35.4","20.8"
NY,Kings County,"31.2","26.7","20.2","21.8","351,046","452,449","352,515","597,685","20.0","25.8","20.1","34.1"
NY,Lewis County,"19.0","48.1","21.2","11.7","2,019","8,282","5,321","2,868","10.9","44.8","28.8","15.5"
NY,Livingston County,"17.7","33.8","29.3","19.2","4,706","14,412","13,071","10,432","11.0","33.8","30.7","24.5"
NY,Madison County,"16.7","33.2","28.6","21.6","4,576","16,078","14,236","12,716","9.6","33.8","29.9","26.7"
NY,Monroe County,"15.1","26.1","27.5","31.2","48,778","124,160","148,322","185,977","9.6","24.5","29.2","36.7"
NY,Montgomery County,"21.9","39.2","25.3","13.6","5,312","12,636","10,828","5,467","15.5","36.9","31.6","16.0"
NY,Nassau County,"13.3","26.8","24.6","35.4","85,267","221,890","220,575","407,033","9.1","23.7","23.6","43.5"
NY,New York County,"21.3","13.5","15.8","49.4","160,845","155,318","173,507","747,953","13.0","12.6","14.0","60.4"
NY,Niagara County,"16.7","36.9","28.9","17.4","13,707","52,384","48,844","35,296","9.1","34.9","32.5","23.5"
NY,Oneida County,"21.0","32.6","28.2","18.3","18,999","53,574","49,326","38,047","11.9","33.5","30.8","23.8"
NY,Onondaga County,"14.3","29.1","28.1","28.5","29,825","81,545","95,558","108,128","9.5","25.9","30.3","34.3"
NY,Ontario County,"12.6","31.6","31.1","24.7","5,599","21,577","24,455","24,385","7.4","28.4","32.2","32.1"
NY,Orange County,"18.2","31.1","28.2","22.5","25,217","71,105","73,538","68,364","10.6","29.8","30.9","28.7"
NY,Orleans County,"23.6","39.7","23.8","13.0","4,061","11,728","9,194","4,712","13.7","39.5","31.0","15.9"
NY,Oswego County,"19.6","41.2","24.8","14.4","10,788","31,198","23,710","14,453","13.5","38.9","29.6","18.0"
NY,Otsego County,"17.0","34.7","26.3","22.0","3,798","13,226","11,481","11,364","9.5","33.2","28.8","28.5"
NY,Putnam County,"9.8","28.1","28.2","33.9","5,103","18,806","18,697","27,163","7.3","27.0","26.8","38.9"
NY,Queens County,"25.6","27.7","22.3","24.3","315,505","444,776","371,676","499,006","19.3","27.3","22.8","30.6"
NY,Rensselaer County,"15.1","32.5","28.7","23.7","9,539","31,519","36,742","32,259","8.7","28.6","33.4","29.3"
NY,Richmond County,"17.4","33.6","25.8","23.2","36,063","101,997","84,568","101,712","11.1","31.4","26.1","31.4"
NY,Rockland County,"14.7","22.5","25.3","37.5","25,868","45,527","49,539","82,053","12.7","22.4","24.4","40.4"
NY,St. Lawrence County,"20.8","37.7","25.1","16.4","8,562","25,990","21,161","16,428","11.9","36.0","29.3","22.8"
NY,Saratoga County,"11.8","29.0","28.4","30.9","9,439","40,132","45,910","62,730","6.0","25.4","29.0","39.7"
NY,Schenectady County,"15.2","30.9","27.5","26.3","10,369","31,473","31,836","32,458","9.8","29.7","30.0","30.6"
NY,Schoharie County,"18.3","38.1","26.3","17.3","2,529","8,371","6,614","4,512","11.5","38.0","30.0","20.5"
NY,Schuyler County,"17.6","39.9","27.0","15.5","1,326","5,299","3,885","2,767","10.0","39.9","29.3","20.8"
NY,Seneca County,"20.9","35.7","25.9","17.5","3,619","8,867","7,456","4,982","14.5","35.6","29.9","20.0"
NY,Steuben County,"17.2","37.3","27.6","17.9","7,098","25,448","20,483","15,262","10.4","37.3","30.0","22.3"
NY,Suffolk County,"13.8","31.3","27.4","27.5","102,414","295,808","274,242","352,396","10.0","28.9","26.8","34.4"
NY,Sullivan County,"23.8","33.9","25.7","16.7","7,331","17,682","16,154","11,853","13.8","33.4","30.5","22.4"
NY,Tioga County,"15.2","37.4","27.7","19.7","3,412","12,331","10,480","8,758","9.8","35.3","30.0","25.0"
NY,Tompkins County,"8.6","22.3","21.6","47.5","3,279","11,883","13,715","30,789","5.5","19.9","23.0","51.6"
NY,Ulster County,"18.3","30.0","26.7","25.0","12,793","39,401","36,864","39,957","9.9","30.5","28.6","31.0"
NY,Warren County,"15.4","33.6","27.8","23.2","4,190","15,842","13,912","13,475","8.8","33.4","29.3","28.4"
NY,Washington County,"20.8","40.2","24.6","14.3","5,140","17,728","12,857","9,069","11.5","39.6","28.7","20.2"
NY,Wayne County,"17.7","36.2","29.1","17.0","6,402","23,064","20,872","13,556","10.0","36.1","32.7","21.2"
NY,Westchester County,"16.4","22.1","20.6","40.9","81,981","130,376","136,115","312,811","12.4","19.7","20.6","47.3"
NY,Wyoming County,"24.4","38.9","25.2","11.5","3,515","12,177","9,435","4,433","11.9","41.2","31.9","15.0"
NY,Yates County,"20.0","36.2","25.7","18.2","2,436","5,602","4,590","3,806","14.8","34.1","27.9","23.2"
NC,North Carolina,"21.9","28.4","27.2","22.5","914,827","1,765,772","2,063,638","1,940,435","13.7","26.4","30.9","29.0"
NC,Alamance County,"23.5","31.2","26.2","19.2","16,048","29,577","36,226","23,184","15.3","28.2","34.5","22.1"
NC,Alexander County,"31.3","35.5","23.8","9.3","5,095","10,422","7,268","3,502","19.4","39.6","27.6","13.3"
NC,Alleghany County,"32.0","31.8","24.6","11.7","1,521","2,590","2,418","1,493","19.0","32.3","30.1","18.6"
NC,Anson County,"29.8","38.4","22.6","9.2","3,566","7,470","5,412","1,732","19.6","41.1","29.8","9.5"
NC,Ashe County,"31.4","33.3","23.2","12.1","3,377","6,370","6,533","3,951","16.7","31.5","32.3","19.5"
NC,Avery County,"29.4","31.8","24.3","14.5","2,763","3,909","3,862","2,601","21.0","29.8","29.4","19.8"
NC,Beaufort County,"25.0","33.8","25.2","16.0","5,200","11,131","11,244","6,286","15.4","32.9","33.2","18.6"
NC,Bertie County,"36.2","36.7","18.3","8.8","3,767","5,691","3,763","1,725","25.2","38.1","25.2","11.5"
NC,Bladen County,"29.4","33.8","25.5","11.3","5,227","7,745","7,682","3,593","21.6","31.9","31.7","14.8"
NC,Brunswick County,"21.7","33.2","29.0","16.1","11,018","25,335","30,811","24,831","12.0","27.5","33.5","27.0"
NC,Buncombe County,"18.1","28.3","28.4","25.3","18,187","44,454","52,297","66,279","10.0","24.5","28.9","36.6"
NC,Burke County,"32.4","30.4","24.4","12.8","12,888","18,978","20,665","10,658","20.4","30.0","32.7","16.9"
NC,Cabarrus County,"21.8","30.1","29.0","19.1","13,997","33,180","43,027","36,160","11.1","26.3","34.1","28.6"
NC,Caldwell County,"33.8","32.1","23.7","10.4","13,017","18,463","18,515","7,999","22.4","31.8","31.9","13.8"
NC,Camden County,"17.9","34.0","31.9","16.2","1,180","1,643","2,775","1,431","16.8","23.4","39.5","20.4"
NC,Carteret County,"17.9","29.6","32.6","19.8","5,114","13,635","19,153","13,275","10.0","26.6","37.4","25.9"
NC,Caswell County,"30.8","36.7","24.2","8.3","4,204","5,653","4,810","2,229","24.9","33.5","28.5","13.2"
NC,Catawba County,"25.2","31.3","26.5","17.0","17,720","32,517","33,378","23,052","16.6","30.5","31.3","21.6"
NC,Chatham County,"22.1","26.7","23.6","27.6","6,639","11,004","13,325","19,639","13.1","21.7","26.3","38.8"
NC,Cherokee County,"26.7","34.8","27.5","11.0","3,268","6,988","6,442","3,977","15.8","33.8","31.2","19.2"
NC,Chowan County,"26.9","33.6","23.1","16.4","1,667","3,632","3,152","2,129","15.8","34.3","29.8","20.1"
NC,Clay County,"23.5","33.8","27.3","15.4","970","2,632","2,774","1,694","12.0","32.6","34.4","21.0"
NC,Cleveland County,"27.8","34.1","24.8","13.3","10,893","22,999","21,512","10,792","16.5","34.7","32.5","16.3"
NC,Columbus County,"31.4","33.7","24.9","10.1","7,589","12,868","14,153","4,710","19.3","32.7","36.0","12.0"
NC,Craven County,"17.9","30.0","32.8","19.3","8,573","18,130","25,618","15,158","12.7","26.9","38.0","22.5"
NC,Cumberland County,"15.0","28.4","37.5","19.1","19,520","51,791","81,395","48,523","9.7","25.7","40.4","24.1"
NC,Currituck County,"22.4","34.4","29.8","13.3","2,251","5,102","6,388","3,845","12.8","29.0","36.3","21.9"
NC,Dare County,"11.4","27.6","33.3","27.7","1,943","6,395","10,112","7,552","7.5","24.6","38.9","29.0"
NC,Davidson County,"28.0","33.2","26.1","12.8","20,120","38,190","34,984","20,748","17.6","33.5","30.7","18.2"
NC,Davie County,"21.9","34.7","25.8","17.6","4,278","9,130","9,086","6,937","14.5","31.0","30.9","23.6"
NC,Duplin County,"34.2","31.6","23.7","10.5","11,029","12,213","12,167","4,049","28.0","31.0","30.8","10.3"
NC,Durham County,"17.0","19.2","23.6","40.1","25,033","33,995","46,579","93,382","12.6","17.1","23.4","46.9"
NC,Edgecombe County,"34.4","36.9","20.2","8.5","8,372","13,473","11,338","3,847","22.6","36.4","30.6","10.4"
NC,Forsyth County,"18.0","27.0","26.4","28.7","29,357","61,318","70,220","81,432","12.1","25.3","29.0","33.6"
NC,Franklin County,"26.4","34.5","25.9","13.2","7,256","13,025","14,064","8,805","16.8","30.2","32.6","20.4"
NC,Gaston County,"28.6","29.6","27.7","14.2","24,323","43,424","48,330","28,717","16.8","30.0","33.4","19.8"
NC,Gates County,"28.6","35.3","25.6","10.5","1,209","3,076","2,767","1,193","14.7","37.3","33.6","14.5"
NC,Graham County,"31.6","36.0","21.1","11.2","1,260","2,129","1,775","840","21.0","35.5","29.6","14.0"
NC,Granville County,"27.0","34.1","25.9","13.0","7,454","12,678","12,513","7,868","18.4","31.3","30.9","19.4"
NC,Greene County,"34.6","34.7","22.6","8.2","3,703","4,699","5,091","1,372","24.9","31.6","34.2","9.2"
NC,Guilford County,"17.0","25.1","27.5","30.3","39,376","83,200","99,795","116,917","11.6","24.5","29.4","34.5"
NC,Halifax County,"34.6","33.1","21.2","11.1","8,531","13,255","10,046","4,924","23.2","36.1","27.3","13.4"
NC,Harnett County,"25.0","32.6","29.6","12.8","11,413","25,109","28,292","15,464","14.2","31.3","35.2","19.3"
NC,Haywood County,"22.3","32.0","29.7","16.0","5,768","12,704","15,370","10,551","13.0","28.6","34.6","23.8"
NC,Henderson County,"16.8","29.2","29.9","24.1","9,243","21,396","26,846","24,312","11.3","26.2","32.8","29.7"
NC,Hertford County,"34.4","30.9","23.5","11.1","3,311","5,550","5,450","2,516","19.7","33.0","32.4","15.0"
NC,Hoke County,"26.5","32.4","30.2","10.9","4,999","9,337","12,446","5,780","15.4","28.7","38.2","17.8"
NC,Hyde County,"31.6","36.3","21.5","10.6","789","1,668","1,256","356","19.4","41.0","30.9","8.7"
NC,Iredell County,"21.6","32.1","28.9","17.4","13,778","33,150","37,442","29,159","12.1","29.2","33.0","25.7"
NC,Jackson County,"21.2","25.7","27.6","25.5","3,474","7,050","8,061","7,727","13.2","26.8","30.6","29.4"
NC,Johnston County,"24.1","31.8","28.2","15.9","17,953","36,091","40,067","25,331","15.0","30.2","33.5","21.2"
NC,Jones County,"27.8","36.4","26.3","9.5","1,381","2,182","2,844","1,046","18.5","29.3","38.2","14.0"
NC,Lee County,"23.7","29.9","29.2","17.2","7,525","10,272","13,481","8,225","19.0","26.0","34.1","20.8"
NC,Lenoir County,"28.1","31.3","27.3","13.3","7,942","12,678","14,129","5,508","19.7","31.5","35.1","13.7"
NC,Lincoln County,"28.3","31.8","26.9","13.0","8,995","17,597","18,348","11,033","16.1","31.4","32.8","19.7"
NC,McDowell County,"29.8","36.0","25.2","9.0","5,646","11,284","10,458","4,699","17.6","35.2","32.6","14.6"
NC,Macon County,"22.7","32.2","29.0","16.2","3,105","7,755","8,698","5,781","12.3","30.6","34.3","22.8"
NC,Madison County,"30.7","31.8","21.4","16.1","2,618","4,570","4,063","3,692","17.5","30.6","27.2","24.7"
NC,Martin County,"29.3","34.6","24.5","11.6","2,737","6,064","5,345","2,651","16.3","36.1","31.8","15.8"
NC,Mecklenburg County,"13.8","19.9","29.2","37.1","69,510","123,444","188,170","288,665","10.4","18.4","28.1","43.1"
NC,Mitchell County,"31.4","32.9","23.5","12.2","2,070","3,682","3,563","1,971","18.3","32.6","31.6","17.5"
NC,Montgomery County,"35.8","32.1","22.1","10.0","4,552","6,183","5,743","2,797","23.6","32.1","29.8","14.5"
NC,Moore County,"17.4","25.9","29.9","26.8","6,997","16,244","20,930","22,934","10.4","24.2","31.2","34.2"
NC,Nash County,"24.4","33.9","24.5","17.2","10,249","21,733","19,852","12,615","15.9","33.7","30.8","19.6"
NC,New Hanover County,"13.7","24.5","30.9","31.0","11,320","32,556","47,216","55,655","7.7","22.2","32.2","37.9"
NC,Northampton County,"37.5","31.4","20.2","10.8","3,277","5,761","4,344","1,701","21.7","38.2","28.8","11.3"
NC,Onslow County,"15.7","32.8","36.7","14.8","9,007","28,922","42,454","19,491","9.0","29.0","42.5","19.5"
NC,Orange County,"12.4","15.9","20.3","51.5","6,521","12,864","16,818","49,369","7.6","15.0","19.7","57.7"
NC,Pamlico County,"24.8","31.3","29.3","14.7","1,310","3,056","3,577","1,889","13.3","31.1","36.4","19.2"
NC,Pasquotank County,"23.2","30.3","30.1","16.4","3,884","8,544","9,205","5,034","14.6","32.0","34.5","18.9"
NC,Pender County,"23.2","33.5","29.8","13.6","5,716","11,854","12,784","9,121","14.5","30.0","32.4","23.1"
NC,Perquimans County,"28.1","33.0","26.6","12.3","1,512","3,548","3,216","1,744","15.1","35.4","32.1","17.4"
NC,Person County,"25.1","38.1","26.5","10.3","4,213","10,302","8,920","4,104","15.3","37.4","32.4","14.9"
NC,Pitt County,"20.1","25.2","28.3","26.4","11,648","25,801","35,744","30,566","11.2","24.9","34.4","29.5"
NC,Polk County,"19.4","28.2","26.6","25.7","1,893","3,899","4,779","4,927","12.2","25.2","30.8","31.8"
NC,Randolph County,"30.0","35.6","23.3","11.1","19,518","33,667","29,560","14,738","20.0","34.5","30.3","15.1"
NC,Richmond County,"30.8","35.7","23.4","10.1","6,055","10,752","9,645","4,238","19.7","35.0","31.4","13.8"
NC,Robeson County,"35.1","30.7","22.8","11.4","20,111","29,338","24,963","10,756","23.6","34.4","29.3","12.6"
NC,Rockingham County,"31.1","33.3","24.8","10.8","12,348","23,648","20,376","9,048","18.9","36.1","31.1","13.8"
