State,Area Name,Unemployment_rate_2007,Unemployment_rate_2008,Unemployment_rate_2009,Unemployment_rate_2010,Unemployment_rate_2011,Unemployment_rate_2012,Unemployment_rate_2013,Unemployment_rate_2014,Unemployment_rate_2015,Unemployment_rate_2016,Unemployment_rate_2017
CO,Archuleta County,"3.8","5.1","7.5","10.6","10.1","10.0","8.8","6.0","4.0","3.3","3.0"
CO,Baca County,"2.5","3.4","3.7","4.9","4.8","4.5","4.1","2.8","2.0","1.7","1.6"
CO,Bent County,"4.8","6.2","6.5","8.1","8.2","8.4","7.7","5.3","4.0","3.0","2.7"
CO,Boulder County,"3.3","4.1","6.1","7.0","6.5","6.2","5.5","4.1","3.0","2.7","2.4"
CO,Broomfield County/city,"3.5","4.5","6.9","7.4","7.0","6.6","5.8","4.2","3.0","2.9","2.6"
CO,Chaffee County,"3.6","4.5","6.3","7.7","7.2","6.8","6.2","4.4","3.0","2.6","2.3"
CO,Cheyenne County,"2.5","2.7","2.6","4.1","4.2","4.6","4.2","2.9","3.0","2.2","1.7"
CO,Clear Creek County,"3.7","4.6","7.2","8.1","7.4","7.0","6.3","4.6","4.0","3.2","2.6"
CO,Conejos County,"5.5","7.3","7.4","9.6","10.5","10.6","10.6","7.8","6.0","4.9","4.2"
CO,Costilla County,"7.1","7.7","9.1","10.6","11.7","11.4","11.2","9.1","6.0","4.8","3.5"
CO,Crowley County,"6.3","7.4","8.6","9.1","8.9","8.1","7.2","5.9","4.0","3.5","3.1"
CO,Custer County,"4.0","5.1","6.2","6.6","6.3","6.3","6.4","4.7","4.0","3.1","3.0"
CO,Delta County,"3.3","4.4","7.1","10.7","10.4","9.7","8.9","7.0","6.0","4.9","3.9"
CO,Denver County/city,"4.1","5.4","8.1","9.1","8.6","7.9","6.6","4.8","4.0","3.1","2.8"
CO,Dolores County,"5.0","7.2","13.1","17.7","12.8","10.2","8.3","3.9","3.0","3.9","3.0"
CO,Douglas County,"3.1","4.2","6.2","7.0","6.4","6.0","5.3","4.0","3.0","2.7","2.4"
CO,Eagle County,"2.8","3.6","7.0","8.5","7.8","7.2","6.0","4.2","3.0","2.7","2.3"
CO,Elbert County,"3.7","4.8","7.0","8.1","7.5","7.1","5.9","4.3","3.0","2.6","2.4"
CO,El Paso County,"4.2","5.7","7.9","9.3","9.1","8.9","7.9","6.0","5.0","3.7","3.3"
CO,Fremont County,"4.7","6.3","8.5","11.7","12.0","11.7","10.7","8.2","6.0","5.2","4.3"
CO,Garfield County,"2.5","3.1","7.0","10.3","9.5","8.5","7.5","5.3","4.0","3.5","2.9"
CO,Gilpin County,"3.5","4.2","6.0","8.0","7.2","6.7","6.0","4.4","3.0","2.4","2.0"
CO,Grand County,"2.6","3.7","6.7","8.8","8.1","7.2","5.8","4.0","3.0","2.7","2.2"
CO,Gunnison County,"2.8","3.6","5.4","6.4","6.0","6.0","5.5","4.0","3.0","2.3","2.0"
CO,Hinsdale County,"2.8","3.3","3.2","5.7","5.1","4.8","4.6","3.7","3.0","2.5","2.2"
CO,Huerfano County,"4.7","6.4","8.7","14.0","13.6","14.2","13.7","10.0","8.0","6.3","5.7"
CO,Jackson County,"2.5","3.2","4.1","8.8","6.0","5.2","4.8","3.6","4.0","2.7","1.8"
CO,Jefferson County,"3.6","4.7","7.1","8.4","8.0","7.4","6.3","4.6","4.0","2.9","2.6"
CO,Kiowa County,"2.6","3.7","4.2","6.4","5.0","4.5","4.5","3.3","3.0","2.0","1.8"
CO,Kit Carson County,"2.7","3.4","3.9","4.5","4.7","4.4","3.9","3.0","2.0","2.1","1.8"
CO,Lake County,"3.6","4.6","8.6","11.0","10.1","8.6","7.2","4.6","4.0","2.8","2.2"
CO,La Plata County,"2.8","3.6","5.4","7.1","7.0","6.6","5.7","4.2","3.0","2.9","2.5"
CO,Larimer County,"3.4","4.2","6.3","7.6","7.2","6.7","5.8","4.3","3.0","2.8","2.4"
CO,Las Animas County,"3.6","4.5","8.1","10.6","11.0","12.0","11.2","7.5","6.0","5.0","4.0"
CO,Lincoln County,"3.1","3.7","4.1","6.0","6.3","6.5","5.8","4.1","3.0","2.5","2.1"
CO,Logan County,"3.1","3.9","5.0","6.3","6.3","6.0","5.1","3.8","3.0","2.9","2.3"
CO,Mesa County,"3.2","3.9","8.4","11.0","10.3","9.7","8.7","6.2","6.0","5.3","4.0"
CO,Mineral County,"4.2","5.5","6.7","7.0","5.4","5.4","5.9","5.0","4.0","2.2","2.0"
CO,Moffat County,"3.1","3.8","6.2","9.9","9.3","8.3","6.9","5.8","5.0","4.0","3.3"
CO,Montezuma County,"3.9","5.2","7.3","9.1","8.7","8.5","7.7","6.1","6.0","5.0","4.0"
CO,Montrose County,"3.6","5.0","8.1","11.0","11.1","10.3","9.4","6.8","5.0","4.1","3.3"
CO,Morgan County,"3.3","4.2","5.4","7.0","6.7","6.8","6.5","4.6","4.0","3.4","2.4"
CO,Otero County,"5.0","5.9","6.8","9.2","10.0","10.3","9.8","7.6","6.0","4.7","4.1"
CO,Ouray County,"2.9","3.7","5.6","9.8","10.2","9.4","7.6","5.8","4.0","3.7","2.9"
CO,Park County,"3.6","4.8","7.0","8.1","7.7","6.9","6.1","4.6","3.0","2.8","2.4"
CO,Phillips County,"2.7","3.4","3.6","5.3","5.3","5.1","4.6","3.3","2.0","2.0","1.7"
CO,Pitkin County,"2.7","3.3","6.0","8.1","7.8","7.2","6.5","4.9","4.0","3.4","3.1"
CO,Prowers County,"3.4","4.5","5.8","7.0","6.6","7.0","6.3","4.7","4.0","3.2","2.6"
CO,Pueblo County,"4.7","6.1","8.2","10.4","10.5","10.7","9.8","7.3","6.0","4.8","4.3"
CO,Rio Blanco County,"2.1","2.6","4.9","8.9","7.9","8.3","7.8","5.9","5.0","5.0","3.9"
CO,Rio Grande County,"4.0","5.7","6.1","10.6","12.3","12.2","11.6","9.2","6.0","4.9","4.3"
CO,Routt County,"2.6","3.4","6.5","9.3","8.2","7.2","5.9","4.2","3.0","2.6","2.4"
CO,Saguache County,"5.2","7.2","8.0","10.1","11.1","11.1","11.3","8.7","6.0","4.9","4.4"
CO,San Juan County,"4.1","5.6","7.4","12.5","11.7","9.9","8.6","5.3","4.0","3.5","2.2"
CO,San Miguel County,"3.1","3.9","5.9","7.8","8.0","7.8","6.7","4.8","4.0","3.2","2.9"
CO,Sedgwick County,"2.2","3.2","3.7","7.4","7.9","7.0","6.2","4.6","3.0","2.3","2.2"
CO,Summit County,"2.7","3.7","6.1","6.7","6.5","6.0","5.0","3.4","3.0","2.1","1.9"
CO,Teller County,"3.9","5.5","7.5","9.4","9.3","8.4","7.8","5.9","5.0","3.7","3.2"
CO,Washington County,"2.7","3.2","4.0","5.9","5.4","4.9","4.6","3.2","3.0","2.1","1.9"
CO,Weld County,"4.1","5.2","8.2","9.2","8.6","7.8","6.6","4.5","4.0","3.4","2.7"
CO,Yuma County,"2.1","2.7","3.3","5.6","5.3","5.1","4.8","3.3","3.0","2.1","1.6"
CT,Connecticut,"4.5","5.7","7.9","9.1","8.8","8.3","7.8","6.6","6.0","5.1","4.7"
CT,Fairfield County,"3.9","5.2","7.5","8.4","8.2","7.8","7.3","6.2","5.0","4.9","4.5"
CT,Hartford County,"4.9","6.0","8.3","9.5","9.1","8.6","8.0","6.8","6.0","5.4","4.8"
CT,Litchfield County,"4.2","5.3","7.9","8.7","8.1","7.6","7.1","6.0","5.0","4.7","4.3"
CT,Middlesex County,"3.9","4.8","6.7","7.9","7.6","7.2","6.7","5.7","5.0","4.5","4.1"
CT,New Haven County,"4.9","6.2","8.6","10.0","9.7","9.1","8.5","7.2","6.0","5.5","5.0"
CT,New London County,"4.2","5.4","7.5","8.9","8.8","8.6","8.1","6.8","6.0","5.1","4.5"
CT,Tolland County,"3.8","4.8","6.6","7.8","7.6","7.4","6.9","5.8","5.0","4.5","4.0"
CT,Windham County,"5.2","6.6","8.8","10.3","9.9","9.4","8.8","7.3","6.0","5.6","5.0"
DE,Delaware,"3.4","4.9","8.3","8.4","7.5","7.2","6.7","5.7","5.0","4.5","4.6"
DE,Kent County,"3.4","4.9","8.1","8.9","8.2","7.9","7.3","6.4","5.0","4.9","5.0"
DE,New Castle County,"3.5","4.9","8.3","8.3","7.3","7.0","6.5","5.5","5.0","4.4","4.5"
DE,Sussex County,"3.4","5.1","8.2","8.5","7.7","7.2","6.8","5.8","5.0","4.5","4.6"
DC,District of Columbia,"5.5","6.5","9.3","9.4","10.2","9.0","8.5","7.8","7.0","6.1","6.1"
DC,District of Columbia,"5.5","6.5","9.3","9.4","10.2","9.0","8.5","7.8","7.0","6.1","6.1"
FL,Florida,"4.0","6.3","10.4","11.1","10.0","8.5","7.2","6.3","6.0","4.8","4.2"
FL,Alachua County,"3.0","4.4","7.1","8.0","7.6","6.6","5.7","5.2","5.0","4.3","3.7"
FL,Baker County,"3.7","5.8","10.1","11.3","10.2","8.6","7.4","6.4","6.0","4.9","4.1"
FL,Bay County,"3.7","5.7","9.1","10.5","10.2","8.6","7.3","6.3","6.0","4.8","4.1"
FL,Bradford County,"3.4","5.0","8.1","9.9","9.1","7.6","6.3","5.6","5.0","4.2","3.6"
FL,Brevard County,"4.4","6.7","10.4","11.3","10.9","9.4","8.3","7.0","6.0","5.1","4.2"
FL,Broward County,"3.6","5.6","9.1","10.2","9.4","8.0","6.8","5.9","5.0","4.5","3.9"
FL,Calhoun County,"3.7","5.5","8.5","10.1","10.4","9.1","7.9","6.9","6.0","5.7","4.9"
FL,Charlotte County,"5.2","8.3","11.9","12.7","11.3","9.5","8.0","6.9","6.0","5.3","4.6"
FL,Citrus County,"5.1","8.3","12.1","13.7","12.5","10.8","9.7","8.5","8.0","6.7","5.8"
FL,Clay County,"3.5","5.5","9.3","9.9","9.1","7.6","6.3","5.7","5.0","4.5","3.8"
FL,Collier County,"4.4","7.1","11.1","11.6","10.1","8.4","7.1","6.0","5.0","4.7","4.1"
FL,Columbia County,"3.7","5.7","9.3","10.8","10.3","8.8","7.6","6.6","6.0","4.9","4.3"
FL,DeSoto County,"4.9","6.9","10.1","12.2","10.4","9.9","8.2","7.1","6.0","5.3","4.4"
FL,Dixie County,"4.4","7.6","11.4","12.9","12.3","10.2","8.5","7.4","6.0","5.4","4.6"
FL,Duval County,"4.2","6.4","10.5","11.4","10.3","8.7","7.5","6.7","6.0","4.9","4.1"
FL,Escambia County,"4.0","6.2","9.9","10.1","9.7","8.4","7.2","6.4","6.0","4.9","4.1"
FL,Flagler County,"6.6","9.9","14.7","12.4","11.4","9.9","8.4","7.3","6.0","5.5","4.7"
FL,Franklin County,"3.2","4.9","7.4","8.0","7.6","6.5","5.5","5.6","5.0","4.3","3.6"
FL,Gadsden County,"4.4","6.3","10.0","11.8","11.6","10.3","9.2","8.2","7.0","6.2","5.3"
FL,Gilchrist County,"3.9","5.8","9.3","10.8","10.3","9.1","7.9","6.7","6.0","5.0","4.2"
FL,Glades County,"4.8","7.1","9.3","9.5","9.5","7.7","7.4","7.7","7.0","6.2","5.2"
FL,Gulf County,"3.9","6.5","9.6","10.3","9.7","8.1","6.8","6.1","5.0","4.6","3.9"
FL,Hamilton County,"4.7","7.3","11.2","11.4","10.4","8.9","8.6","7.6","7.0","5.6","4.8"
FL,Hardee County,"4.6","6.9","10.5","11.5","10.1","8.9","8.2","7.7","7.0","6.6","5.5"
FL,Hendry County,"7.5","11.1","14.2","14.0","13.9","12.8","12.0","11.3","11.0","8.5","7.2"
FL,Hernando County,"5.9","8.8","13.3","13.5","12.5","10.6","9.0","7.9","7.0","6.0","5.1"
FL,Highlands County,"4.9","7.4","10.8","12.5","11.5","10.3","9.5","8.4","8.0","6.5","5.6"
FL,Hillsborough County,"4.2","6.5","10.6","10.7","9.6","7.9","6.6","5.8","5.0","4.4","3.8"
FL,Holmes County,"3.6","5.2","8.0","10.4","9.8","8.8","7.9","7.0","6.0","5.4","4.8"
FL,Indian River County,"5.7","8.2","12.9","13.9","12.7","11.0","9.6","7.9","7.0","6.0","5.0"
FL,Jackson County,"4.0","5.3","7.4","9.1","9.5","8.7","7.5","6.7","6.0","5.2","4.4"
FL,Jefferson County,"3.4","5.2","8.1","9.9","10.1","9.2","7.8","6.6","6.0","5.2","4.3"
FL,Lafayette County,"3.0","4.7","7.5","7.3","6.2","5.7","5.2","5.1","5.0","4.3","3.7"
FL,Lake County,"4.2","6.6","11.1","11.8","10.6","8.8","7.4","6.4","6.0","4.8","4.1"
FL,Lee County,"4.7","8.3","12.3","12.5","10.9","8.8","7.3","6.0","5.0","4.6","4.0"
FL,Leon County,"3.1","4.7","7.1","7.9","7.8","7.0","6.1","5.5","5.0","4.5","3.9"
FL,Levy County,"4.3","7.3","11.5","11.9","10.9","9.3","8.2","6.8","6.0","5.2","4.3"
FL,Liberty County,"2.8","4.4","5.8","8.8","9.2","7.9","6.7","6.6","6.0","5.1","4.5"
FL,Madison County,"6.2","7.2","10.7","10.0","9.6","8.6","7.8","7.1","6.0","5.2","4.4"
FL,Manatee County,"4.2","7.2","11.6","11.4","10.0","8.1","6.7","5.7","5.0","4.5","3.9"
FL,Marion County,"4.7","8.1","12.8","13.6","12.3","10.2","8.5","7.3","7.0","5.8","5.0"
FL,Martin County,"4.4","7.1","11.0","10.8","9.9","8.3","7.2","6.1","5.0","4.8","4.1"
FL,Miami-Dade County,"3.1","4.8","10.4","11.1","9.4","8.3","7.4","6.7","6.0","5.3","4.8"
FL,Monroe County,"2.7","4.2","6.8","7.8","7.0","5.7","4.8","4.1","4.0","3.2","3.3"
FL,Nassau County,"3.4","5.6","9.6","10.6","9.6","8.0","6.7","6.0","5.0","4.5","3.8"
FL,Okaloosa County,"3.1","4.7","7.2","8.4","7.8","6.7","5.7","5.1","5.0","4.0","3.4"
FL,Okeechobee County,"5.3","8.4","11.9","12.6","11.9","10.0","8.7","7.4","6.0","5.1","4.2"
FL,Orange County,"3.8","6.0","10.4","10.8","9.8","8.2","6.8","5.8","5.0","4.3","3.6"
FL,Osceola County,"4.3","6.5","11.2","12.5","11.3","9.5","7.9","6.7","6.0","4.9","4.2"
FL,Palm Beach County,"4.4","6.8","10.7","11.0","10.0","8.5","7.1","5.9","5.0","4.7","4.1"
FL,Pasco County,"5.0","7.7","11.9","11.9","10.8","9.0","7.7","6.7","6.0","5.1","4.4"
FL,Pinellas County,"4.2","6.6","10.8","10.8","9.7","8.0","6.6","5.8","5.0","4.3","3.7"
FL,Polk County,"4.6","6.9","11.3","12.1","11.3","9.6","8.2","7.2","6.0","5.5","4.6"
FL,Putnam County,"4.8","7.6","11.8","13.4","12.8","11.8","10.4","8.7","8.0","6.3","5.3"
FL,St. Johns County,"3.3","5.2","8.4","8.7","7.7","6.5","5.4","4.7","4.0","3.8","3.3"
FL,St. Lucie County,"5.8","8.9","13.4","13.8","12.6","10.9","10.0","8.0","6.0","5.8","5.1"
FL,Santa Rosa County,"3.7","5.8","9.1","9.3","8.6","7.5","6.4","5.5","5.0","4.5","3.8"
FL,Sarasota County,"4.6","7.4","11.3","11.6","10.2","8.4","7.0","5.8","5.0","4.5","3.8"
FL,Seminole County,"3.7","5.8","9.8","10.6","9.6","8.1","6.7","5.7","5.0","4.3","3.6"
FL,Sumter County,"3.6","5.8","9.1","13.3","12.2","10.5","9.3","8.3","8.0","7.1","6.0"
FL,Suwannee County,"3.7","6.1","9.7","9.8","9.2","8.0","6.9","6.3","6.0","4.9","4.3"
FL,Taylor County,"4.3","6.7","10.8","10.6","10.1","9.0","7.8","6.9","7.0","5.4","4.5"
FL,Union County,"3.2","5.0","7.5","8.5","8.2","7.2","6.3","6.0","5.0","4.3","3.6"
FL,Volusia County,"4.2","6.8","10.8","12.3","11.2","9.5","8.2","6.8","6.0","5.0","4.3"
FL,Wakulla County,"3.0","4.6","7.0","8.4","8.3","7.3","6.0","5.2","5.0","4.1","3.5"
FL,Walton County,"2.8","4.6","7.6","9.4","8.5","7.3","6.1","5.3","5.0","4.3","3.6"
FL,Washington County,"4.1","6.5","10.1","10.6","10.0","8.8","7.7","6.7","6.0","5.1","4.3"
GA,Georgia,"4.5","6.2","9.9","10.5","10.2","9.2","8.2","7.1","6.0","5.4","4.7"
GA,Appling County,"5.3","7.0","10.1","11.8","12.4","11.2","10.7","8.8","7.0","6.4","5.5"
GA,Atkinson County,"5.7","8.3","15.0","15.2","12.8","11.5","9.4","7.6","6.0","5.2","4.5"
GA,Bacon County,"4.8","6.2","9.4","10.6","10.5","9.7","8.4","6.9","6.0","5.2","4.5"
GA,Baker County,"5.0","6.4","9.3","12.1","11.6","11.0","10.5","9.0","7.0","7.7","6.3"
GA,Baldwin County,"5.6","7.8","12.4","15.4","13.8","11.6","10.1","8.7","8.0","6.8","5.9"
GA,Banks County,"3.0","4.5","7.6","9.7","9.2","8.2","7.9","6.6","6.0","4.8","4.0"
GA,Barrow County,"4.2","6.3","10.6","10.8","9.9","8.6","7.4","6.3","5.0","4.7","4.1"
GA,Bartow County,"4.9","7.1","12.1","12.2","11.5","9.9","8.7","7.1","6.0","5.1","4.6"
GA,Ben Hill County,"6.9","10.8","15.6","15.9","15.6","13.9","12.5","10.0","9.0","8.2","7.9"
GA,Berrien County,"4.3","7.0","13.0","13.0","12.5","10.2","9.5","8.5","7.0","6.1","5.1"
GA,Bibb County,"5.2","6.5","9.7","11.6","11.5","10.5","9.3","8.0","7.0","5.9","5.4"
GA,Bleckley County,"5.2","7.3","10.0","12.5","13.3","12.6","14.0","11.2","9.0","7.9","6.9"
GA,Brantley County,"4.5","6.4","10.9","12.7","13.2","12.0","10.6","9.2","7.0","6.7","5.8"
GA,Brooks County,"4.3","5.7","8.6","9.6","10.0","9.2","8.3","7.2","6.0","5.2","4.5"
GA,Bryan County,"3.4","4.9","7.8","9.6","9.4","8.3","7.4","6.4","5.0","4.9","4.2"
GA,Bulloch County,"4.3","6.1","9.4","10.1","10.5","9.8","8.7","7.3","6.0","5.7","5.0"
GA,Burke County,"7.7","8.7","11.9","12.2","12.7","12.4","12.0","10.0","8.0","7.7","7.1"
GA,Butts County,"5.2","7.5","12.0","11.5","11.4","10.3","9.3","7.5","7.0","5.6","4.8"
GA,Calhoun County,"6.6","8.0","11.2","8.8","8.4","7.8","8.1","6.9","6.0","5.6","5.2"
GA,Camden County,"4.0","5.6","8.9","9.9","9.6","8.6","7.8","6.6","6.0","5.7","5.2"
GA,Candler County,"4.4","6.3","9.3","8.8","9.6","8.7","8.2","6.9","6.0","4.8","4.2"
GA,Carroll County,"4.8","6.7","11.0","11.7","11.4","10.3","9.6","8.2","7.0","6.0","5.0"
GA,Catoosa County,"3.6","5.1","8.4","8.6","8.2","7.5","6.7","6.1","5.0","4.8","4.2"
GA,Charlton County,"4.7","6.7","10.9","10.6","10.6","9.3","8.4","7.3","6.0","5.6","5.1"
GA,Chatham County,"4.0","5.6","8.6","9.9","10.0","9.2","8.3","7.3","6.0","5.2","4.5"
GA,Chattahoochee County,"9.4","12.2","14.8","10.9","11.6","11.7","11.0","9.7","9.0","8.2","7.3"
GA,Chattooga County,"5.9","9.8","13.3","11.7","11.0","10.2","9.0","7.6","6.0","6.3","4.7"
GA,Cherokee County,"3.6","5.3","8.9","8.8","8.2","7.1","6.1","5.5","5.0","4.2","3.7"
GA,Clarke County,"3.9","5.1","7.6","9.3","9.3","8.7","7.8","6.9","6.0","5.5","4.8"
GA,Clay County,"5.6","7.2","8.6","11.6","12.3","12.5","11.4","11.4","12.0","10.4","8.9"
GA,Clayton County,"5.7","7.6","11.8","13.5","13.4","12.0","10.8","9.3","8.0","6.6","5.8"
GA,Clinch County,"5.3","7.2","11.0","11.1","11.0","9.7","9.2","8.4","7.0","6.2","5.5"
GA,Cobb County,"4.0","5.6","9.1","9.3","8.8","7.7","6.7","5.9","5.0","4.6","4.1"
GA,Coffee County,"5.9","8.3","15.4","15.8","12.9","11.4","9.9","8.1","7.0","5.8","5.2"
GA,Colquitt County,"4.5","6.0","9.1","9.7","9.5","8.8","8.8","8.1","6.0","5.2","4.5"
GA,Columbia County,"3.8","4.8","6.9","7.3","7.3","7.0","6.5","5.8","5.0","4.6","4.2"
GA,Cook County,"5.6","7.7","12.8","11.7","11.3","9.5","8.5","8.1","7.0","5.4","4.6"
GA,Coweta County,"4.0","5.7","9.8","9.7","9.1","8.0","7.0","6.1","5.0","5.0","4.2"
GA,Crawford County,"4.7","6.0","10.0","11.4","10.8","9.8","8.8","7.4","6.0","5.9","5.0"
GA,Crisp County,"5.8","7.7","12.2","14.2","13.9","12.5","11.2","8.8","7.0","6.0","5.2"
GA,Dade County,"4.2","5.7","10.5","8.7","8.0","7.6","7.1","6.3","6.0","5.0","4.4"
GA,Dawson County,"3.7","5.9","10.0","10.9","10.1","8.6","7.4","6.1","5.0","4.7","3.9"
GA,Decatur County,"6.0","7.6","12.7","12.4","12.0","10.1","9.5","8.1","7.0","6.6","5.6"
GA,DeKalb County,"4.8","6.4","10.0","10.8","10.5","9.4","8.4","7.2","6.0","5.4","4.8"
GA,Dodge County,"5.0","6.7","10.7","13.0","12.3","11.5","11.4","9.7","8.0","7.2","6.3"
GA,Dooly County,"5.3","6.7","9.9","11.6","13.1","11.5","11.5","9.6","8.0","5.8","5.1"
GA,Dougherty County,"5.6","7.0","10.5","12.6","12.2","11.3","10.3","9.2","8.0","6.8","6.1"
GA,Douglas County,"4.6","6.4","10.8","11.2","10.9","9.6","8.6","7.4","6.0","5.5","4.9"
GA,Early County,"5.6","6.6","10.5","11.7","11.5","10.2","9.1","8.9","7.0","6.9","5.5"
GA,Echols County,"3.1","4.3","7.2","8.2","8.1","7.4","6.3","5.8","5.0","4.3","3.8"
GA,Effingham County,"3.3","4.8","8.2","9.6","9.3","8.4","7.2","6.2","5.0","4.8","4.1"
GA,Elbert County,"5.7","8.3","12.2","14.9","16.1","12.6","10.8","8.6","7.0","6.5","5.3"
GA,Emanuel County,"5.2","7.4","10.7","12.9","13.3","12.4","12.5","10.4","9.0","7.7","6.7"
GA,Evans County,"4.3","6.3","8.8","9.1","9.1","8.6","7.6","6.4","6.0","4.9","4.4"
GA,Fannin County,"3.7","6.2","10.5","11.7","11.3","10.2","9.0","7.6","6.0","5.3","4.8"
GA,Fayette County,"3.8","5.2","8.4","8.2","8.0","7.6","6.7","6.1","5.0","4.7","4.1"
GA,Floyd County,"4.7","6.5","10.5","11.8","12.1","10.9","9.5","7.9","7.0","6.0","5.2"
GA,Forsyth County,"3.3","4.8","8.2","8.0","7.4","6.6","5.9","5.2","5.0","4.2","3.8"
GA,Franklin County,"4.9","7.0","11.9","12.7","12.2","11.3","9.8","8.1","6.0","5.2","4.8"
GA,Fulton County,"4.8","6.4","10.1","10.5","10.2","9.1","8.1","7.0","6.0","5.4","4.8"
GA,Gilmer County,"3.6","5.9","10.4","11.3","11.8","10.6","9.0","7.2","6.0","5.7","5.0"
GA,Glascock County,"5.1","6.8","11.4","11.0","10.6","9.7","9.5","8.1","7.0","6.0","5.1"
GA,Glynn County,"3.6","5.0","8.5","10.0","10.4","9.5","8.5","7.4","6.0","5.3","4.7"
GA,Gordon County,"4.7","7.4","13.0","12.7","11.7","9.8","8.9","7.2","6.0","5.6","4.6"
GA,Grady County,"4.0","6.0","9.7","10.5","9.5","8.6","7.7","7.3","6.0","5.4","4.9"
GA,Greene County,"5.3","6.8","11.3","13.2","12.3","11.1","9.9","8.2","7.0","6.0","5.1"
GA,Gwinnett County,"4.0","5.6","9.0","9.2","8.7","7.8","6.9","6.0","5.0","4.7","4.2"
GA,Habersham County,"4.0","5.7","10.0","10.7","10.5","9.5","8.0","6.9","6.0","5.3","4.6"
GA,Hall County,"3.6","5.4","9.4","9.6","8.9","7.8","6.8","5.9","5.0","4.5","3.9"
GA,Hancock County,"8.4","13.0","19.6","22.9","19.8","17.0","14.7","11.6","10.0","8.4","7.1"
GA,Haralson County,"4.7","6.6","12.0","12.3","11.6","10.2","9.3","7.9","7.0","5.8","4.8"
GA,Harris County,"3.6","4.7","7.3","7.7","7.4","7.2","6.5","5.9","5.0","4.9","4.3"
GA,Hart County,"6.5","8.8","13.5","11.5","11.2","10.3","9.2","7.5","6.0","5.4","4.4"
GA,Heard County,"5.0","7.6","13.0","12.1","11.3","10.3","9.4","7.9","6.0","5.9","5.0"
GA,Henry County,"4.3","6.1","9.7","10.3","10.3","9.4","8.4","7.2","6.0","5.5","4.9"
GA,Houston County,"3.9","5.2","7.2","8.5","8.5","8.0","7.5","6.8","6.0","5.3","4.8"
GA,Irwin County,"6.0","9.9","15.1","14.7","13.8","11.7","10.6","9.5","8.0","7.8","7.1"
GA,Jackson County,"4.1","6.2","11.1","10.5","9.6","8.2","6.9","5.8","5.0","4.3","3.6"
GA,Jasper County,"4.8","8.3","12.5","11.7","11.0","9.8","8.3","6.6","6.0","4.8","4.3"
GA,Jeff Davis County,"6.8","9.8","13.8","12.8","12.6","11.5","9.9","8.1","7.0","6.3","6.0"
GA,Jefferson County,"7.1","9.8","14.5","14.1","13.3","13.2","14.0","11.2","9.0","7.4","6.3"
GA,Jenkins County,"8.9","15.7","19.5","15.2","14.3","13.7","12.3","9.9","8.0","7.5","6.8"
GA,Johnson County,"5.8","8.0","12.5","10.8","11.1","10.0","9.8","8.6","7.0","6.1","5.1"
GA,Jones County,"4.2","5.8","8.6","9.7","9.2","8.5","7.3","6.3","6.0","4.8","4.4"
GA,Lamar County,"5.0","7.4","13.6","14.2","13.7","12.1","11.3","9.5","8.0","6.5","5.7"
GA,Lanier County,"3.7","5.8","9.1","10.5","10.5","9.4","8.6","8.0","7.0","5.8","5.1"
GA,Laurens County,"5.0","7.1","11.2","13.2","13.8","12.3","10.8","9.2","8.0","6.6","5.9"
GA,Lee County,"3.6","4.5","7.2","9.0","8.5","7.7","6.9","6.2","5.0","4.7","4.2"
GA,Liberty County,"5.2","6.0","8.5","9.0","9.3","8.9","8.5","7.6","6.0","5.8","5.2"
GA,Lincoln County,"5.8","7.1","10.9","11.5","11.6","10.8","10.0","8.3","7.0","5.9","5.3"
GA,Long County,"3.7","4.4","6.5","8.4","8.9","8.5","8.1","7.4","6.0","5.4","5.0"
GA,Lowndes County,"3.8","5.4","8.5","9.6","9.9","9.1","8.0","7.2","6.0","5.3","4.7"
GA,Lumpkin County,"4.1","7.0","11.7","10.4","9.8","8.4","7.4","6.3","5.0","4.8","4.0"
GA,McDuffie County,"6.3","7.8","11.4","13.2","13.3","12.6","11.3","9.9","8.0","7.3","6.2"
GA,McIntosh County,"4.1","5.9","10.1","10.6","10.6","9.8","9.0","7.9","7.0","5.8","5.1"
GA,Macon County,"7.3","8.4","12.4","13.2","13.8","13.3","12.8","11.7","9.0","8.2","7.0"
GA,Madison County,"3.7","5.2","8.7","10.4","10.1","8.9","7.6","6.7","6.0","4.9","4.3"
GA,Marion County,"4.7","6.2","9.9","10.7","10.4","10.0","8.8","7.7","8.0","7.3","6.1"
GA,Meriwether County,"5.9","8.5","13.8","13.7","13.4","12.0","10.8","9.7","8.0","6.8","5.9"
GA,Miller County,"4.4","4.9","8.7","10.4","9.2","8.2","7.3","6.3","5.0","5.4","4.5"
GA,Mitchell County,"5.1","6.8","10.0","10.8","10.0","8.9","8.6","7.8","7.0","6.6","6.4"
GA,Monroe County,"4.1","5.6","9.1","10.2","9.7","8.6","8.0","6.7","6.0","5.2","4.5"
GA,Montgomery County,"4.6","7.3","9.0","12.0","13.2","11.6","11.4","10.3","9.0","7.4","6.6"
GA,Morgan County,"4.3","6.0","10.0","10.4","10.0","9.0","8.1","6.5","6.0","5.0","4.5"
GA,Murray County,"4.5","7.4","13.0","13.8","13.9","12.8","11.2","9.3","7.0","7.1","6.2"
GA,Muscogee County,"5.2","6.2","9.1","10.1","10.0","9.8","9.3","8.4","8.0","6.8","6.1"
